productivity,mpc,wage,search_prob,error
1.6,0.8,50.0,0.30000000000000004,4828953272.836949
1.6,0.8,50.0,0.35000000000000003,3627967662.501325
1.6,0.8,50.0,0.4,2807201784.6299357
1.6,0.8,50.0,0.45000000000000007,2197191325.594418
1.6,0.8,50.0,0.5,1736669016.3825147
1.6,0.8,62.5,0.30000000000000004,6371551177.675419
1.6,0.8,62.5,0.35000000000000003,6498147002.755321
1.6,0.8,62.5,0.4,6673623203.159302
1.6,0.8,62.5,0.45000000000000007,6849014973.002057
1.6,0.8,62.5,0.5,7052050907.519935
1.6,0.8,75.0,0.30000000000000004,16399985944.825455
1.6,0.8,75.0,0.35000000000000003,18505294340.520653
1.6,0.8,75.0,0.4,20157586038.2973
1.6,0.8,75.0,0.45000000000000007,21493541974.473186
1.6,0.8,75.0,0.5,22671611681.133945
1.7000000000000002,0.7,25.0,0.30000000000000004,25226743139.555218
1.7000000000000002,0.7,25.0,0.35000000000000003,23298178607.870693
1.7000000000000002,0.7,25.0,0.4,21892859450.17052
1.7000000000000002,0.7,25.0,0.45000000000000007,20838070782.44235
1.7000000000000002,0.7,25.0,0.5,19970010221.861404
1.7000000000000002,0.7,37.5,0.30000000000000004,10132243406.200953
1.7000000000000002,0.7,37.5,0.35000000000000003,8316850928.036016
1.7000000000000002,0.7,37.5,0.4,7018224296.897098
1.7000000000000002,0.7,37.5,0.45000000000000007,6046491371.334898
1.7000000000000002,0.7,37.5,0.5,5265681005.619966
1.7000000000000002,0.7,50.0,0.30000000000000004,4404806229.625031
1.7000000000000002,0.7,50.0,0.35000000000000003,3420888684.554247
1.7000000000000002,0.7,50.0,0.4,2768522650.250819
1.7000000000000002,0.7,50.0,0.45000000000000007,2286812184.2079644
1.7000000000000002,0.7,50.0,0.5,1940772330.1300216
1.7000000000000002,0.7,62.5,0.30000000000000004,8044431609.827458
1.7000000000000002,0.7,62.5,0.35000000000000003,8610291877.425386
1.7000000000000002,0.7,62.5,0.4,9143754510.231682
1.7000000000000002,0.7,62.5,0.45000000000000007,9559033221.061548
1.7000000000000002,0.7,62.5,0.5,9995284195.391567
1.7000000000000002,0.7,75.0,0.30000000000000004,21051119546.808224
1.7000000000000002,0.7,75.0,0.35000000000000003,23885060506.649437
1.7000000000000002,0.7,75.0,0.4,26143919876.83969
1.7000000000000002,0.7,75.0,0.45000000000000007,27863154481.895645
1.7000000000000002,0.7,75.0,0.5,29429216601.404617
1.7000000000000002,0.725,25.0,0.30000000000000004,25157732302.05777
1.7000000000000002,0.725,25.0,0.35000000000000003,23228083209.189175
1.7000000000000002,0.725,25.0,0.4,21821982802.82716
1.7000000000000002,0.725,25.0,0.45000000000000007,20766573276.116695
1.7000000000000002,0.725,25.0,0.5,19898016841.02886
1.7000000000000002,0.725,37.5,0.30000000000000004,10080781748.041225
1.7000000000000002,0.725,37.5,0.35000000000000003,8267872301.1243105
1.7000000000000002,0.725,37.5,0.4,6971151645.662581
1.7000000000000002,0.725,37.5,0.45000000000000007,6000784979.385462
1.7000000000000002,0.725,37.5,0.5,5221173481.774592
