productivity,mpc,wage,search_prob,error
2.0,0.75,75.0,0.35000000000000003,25392711216.90944
2.0,0.75,75.0,0.4,27803618778.377678
2.0,0.75,75.0,0.45000000000000007,29749132055.299583
2.0,0.75,75.0,0.5,31401674074.661274
2.1,0.6499999999999999,25.0,0.30000000000000004,22750760383.792515
2.1,0.6499999999999999,25.0,0.35000000000000003,20820855047.19876
2.1,0.6499999999999999,25.0,0.4,19403702921.665817
2.1,0.6499999999999999,25.0,0.45000000000000007,18327362449.715965
2.1,0.6499999999999999,25.0,0.5,17471845858.87413
2.1,0.6499999999999999,37.5,0.30000000000000004,8190606502.085497
2.1,0.6499999999999999,37.5,0.35000000000000003,6487703954.941211
2.1,0.6499999999999999,37.5,0.4,5271920058.387966
2.1,0.6499999999999999,37.5,0.45000000000000007,4358331126.257796
2.1,0.6499999999999999,37.5,0.5,3647776084.8884754
2.1,0.6499999999999999,50.0,0.30000000000000004,4179073330.1758804
2.1,0.6499999999999999,50.0,0.35000000000000003,3497810544.3119674
2.1,0.6499999999999999,50.0,0.4,3090024404.569196
2.1,0.6499999999999999,50.0,0.45000000000000007,2806468196.121789
2.1,0.6499999999999999,50.0,0.5,2622687934.1539264
2.1,0.6499999999999999,62.5,0.30000000000000004,10716160868.063671
2.1,0.6499999999999999,62.5,0.35000000000000003,11851174815.311031
2.1,0.6499999999999999,62.5,0.4,12858015960.209515
2.1,0.6499999999999999,62.5,0.45000000000000007,13671773659.307945
2.1,0.6499999999999999,62.5,0.5,14396581406.670486
2.1,0.6499999999999999,75.0,0.30000000000000004,27801869115.748867
2.1,0.6499999999999999,75.0,0.35000000000000003,31547796767.938396
2.1,0.6499999999999999,75.0,0.4,34575894725.308914
2.1,0.6499999999999999,75.0,0.45000000000000007,36954247515.81626
2.1,0.6499999999999999,75.0,0.5,38969456502.43815
2.1,0.6749999999999999,25.0,0.30000000000000004,22750760383.792515
2.1,0.6749999999999999,25.0,0.35000000000000003,20820855047.19876
2.1,0.6749999999999999,25.0,0.4,19403702921.665817
2.1,0.6749999999999999,25.0,0.45000000000000007,18327362449.715965
2.1,0.6749999999999999,25.0,0.5,17471845858.87413
